x0	y0	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	
0.000000e+00 	6.512658e-01 	6.520421e-01 	6.477482e-01 	6.617976e-01 	6.548899e-01 	6.326581e-01 	6.273825e-01 	6.485442e-01 	6.410467e-01 	6.692285e-01 	6.555738e-01 	6.745026e-01 	6.706372e-01 	6.786948e-01 	6.840057e-01 	6.789345e-01 	6.737922e-01 	 
1.554871e-02 	6.512986e-01 	6.522064e-01 	6.487803e-01 	6.618706e-01 	6.379471e-01 	6.317746e-01 	6.262910e-01 	6.415454e-01 	6.404860e-01 	6.751738e-01 	6.566196e-01 	6.680786e-01 	6.681803e-01 	6.768145e-01 	6.839801e-01 	6.791127e-01 	6.748064e-01 	 
3.108215e-02 	6.514047e-01 	6.523866e-01 	6.499732e-01 	6.574398e-01 	6.275938e-01 	6.427557e-01 	6.281728e-01 	6.330567e-01 	6.388927e-01 	6.810190e-01 	6.574106e-01 	6.666402e-01 	6.690952e-01 	6.753836e-01 	6.838784e-01 	6.787126e-01 	6.740251e-01 	 
4.679871e-02 	6.515610e-01 	6.525283e-01 	6.507910e-01 	6.497685e-01 	6.243109e-01 	6.603150e-01 	6.245784e-01 	6.267521e-01 	6.368215e-01 	6.826147e-01 	6.577755e-01 	6.691269e-01 	6.724023e-01 	6.774806e-01 	6.838043e-01 	6.782398e-01 	6.724209e-01 	 
6.234741e-02 	6.517174e-01 	6.526432e-01 	6.508346e-01 	6.416205e-01 	6.254932e-01 	6.749126e-01 	6.147770e-01 	6.260635e-01 	6.370154e-01 	6.797880e-01 	6.556453e-01 	6.677036e-01 	6.758446e-01 	6.806469e-01 	6.836939e-01 	6.778462e-01 	6.724951e-01 	 
7.804871e-02 	6.518772e-01 	6.527066e-01 	6.501113e-01 	6.378088e-01 	6.286228e-01 	6.786344e-01 	6.122931e-01 	6.339205e-01 	6.417813e-01 	6.747217e-01 	6.528726e-01 	6.656214e-01 	6.813539e-01 	6.817137e-01 	6.833650e-01 	6.776561e-01 	6.747879e-01 	 
9.359741e-02 	6.520191e-01 	6.527055e-01 	6.490662e-01 	6.415343e-01 	6.336834e-01 	6.730900e-01 	6.238522e-01 	6.458297e-01 	6.441618e-01 	6.712635e-01 	6.515737e-01 	6.758842e-01 	6.888173e-01 	6.814057e-01 	6.828222e-01 	6.780191e-01 	6.775545e-01 	 
1.093140e-01 	6.521268e-01 	6.526592e-01 	6.482699e-01 	6.490850e-01 	6.441794e-01 	6.641162e-01 	6.325176e-01 	6.496037e-01 	6.449444e-01 	6.703845e-01 	6.521451e-01 	6.834056e-01 	6.958130e-01 	6.821753e-01 	6.820874e-01 	6.788806e-01 	6.793731e-01 	 
1.248474e-01 	6.521996e-01 	6.526130e-01 	6.481239e-01 	6.548978e-01 	6.543303e-01 	6.542237e-01 	6.335429e-01 	6.462360e-01 	6.463304e-01 	6.701978e-01 	6.532454e-01 	6.859798e-01 	6.999267e-01 	6.828156e-01 	6.812290e-01 	6.798493e-01 	6.800402e-01 	 
1.405640e-01 	6.522484e-01 	6.526181e-01 	6.485894e-01 	6.571497e-01 	6.534699e-01 	6.454436e-01 	6.342150e-01 	6.423747e-01 	6.486258e-01 	6.695945e-01 	6.551512e-01 	6.848953e-01 	6.995088e-01 	6.811607e-01 	6.806134e-01 	6.806770e-01 	6.800433e-01 	 
1.561127e-01 	6.523232e-01 	6.526886e-01 	6.492653e-01 	6.557244e-01 	6.415775e-01 	6.366056e-01 	6.419060e-01 	6.389433e-01 	6.515433e-01 	6.688901e-01 	6.611819e-01 	6.806074e-01 	6.955865e-01 	6.788078e-01 	6.787326e-01 	6.811352e-01 	6.794163e-01 	 
1.718292e-01 	6.524590e-01 	6.527636e-01 	6.497071e-01 	6.513115e-01 	6.355108e-01 	6.281558e-01 	6.518511e-01 	6.385733e-01 	6.534872e-01 	6.672060e-01 	6.727520e-01 	6.772984e-01 	6.913529e-01 	6.778610e-01 	6.760823e-01 	6.813341e-01 	6.783338e-01 	 
1.873779e-01 	6.526055e-01 	6.527694e-01 	6.496733e-01 	6.456481e-01 	6.455283e-01 	6.251899e-01 	6.595537e-01 	6.424891e-01 	6.549193e-01 	6.638840e-01 	6.853682e-01 	6.770628e-01 	6.882492e-01 	6.788175e-01 	6.760961e-01 	6.814770e-01 	6.772619e-01 	 
2.030945e-01 	6.526926e-01 	6.526933e-01 	6.492355e-01 	6.414505e-01 	6.625408e-01 	6.248675e-01 	6.648297e-01 	6.495314e-01 	6.570309e-01 	6.591086e-01 	6.943842e-01 	6.785458e-01 	6.858343e-01 	6.807066e-01 	6.782275e-01 	6.815159e-01 	6.764281e-01 	 
2.186584e-01 	6.526922e-01 	6.525578e-01 	6.486501e-01 	6.416973e-01 	6.707300e-01 	6.206810e-01 	6.644087e-01 	6.329523e-01 	6.579931e-01 	6.557884e-01 	6.985090e-01 	6.789261e-01 	6.846008e-01 	6.824920e-01 	6.795174e-01 	6.813930e-01 	6.758771e-01 	 
2.342072e-01 	6.526428e-01 	6.523878e-01 	6.482260e-01 	6.458309e-01 	6.642797e-01 	6.119203e-01 	6.601502e-01 	5.950300e-01 	6.590309e-01 	6.558145e-01 	6.987529e-01 	6.752191e-01 	6.850684e-01 	6.834150e-01 	6.795313e-01 	6.812013e-01 	6.753910e-01 	 
2.499390e-01 	6.525682e-01 	6.522161e-01 	6.481686e-01 	6.501426e-01 	6.539467e-01 	6.128552e-01 	6.550369e-01 	6.015348e-01 	6.590080e-01 	6.553858e-01 	6.963333e-01 	6.694798e-01 	6.866414e-01 	6.823322e-01 	6.796848e-01 	6.809624e-01 	6.747444e-01 	 
2.655029e-01 	6.524810e-01 	6.520823e-01 	6.484247e-01 	6.517822e-01 	6.427497e-01 	6.330712e-01 	6.494933e-01 	6.343624e-01 	6.556227e-01 	6.544324e-01 	6.923558e-01 	6.636745e-01 	6.870068e-01 	6.815704e-01 	6.805960e-01 	6.806124e-01 	6.739998e-01 	 
2.812347e-01 	6.523982e-01 	6.519953e-01 	6.487908e-01 	6.505462e-01 	6.292848e-01 	6.515988e-01 	6.415745e-01 	6.660101e-01 	6.482824e-01 	6.574939e-01 	6.881147e-01 	6.547617e-01 	6.863230e-01 	6.836833e-01 	6.819462e-01 	6.802213e-01 	6.730804e-01 	 
2.967834e-01 	6.523462e-01 	6.519835e-01 	6.491126e-01 	6.476083e-01 	6.190954e-01 	6.601726e-01 	6.251491e-01 	6.842691e-01 	6.368289e-01 	6.593572e-01 	6.849104e-01 	6.514553e-01 	6.867533e-01 	6.882188e-01 	6.823063e-01 	6.794668e-01 	6.719724e-01 	 
3.123474e-01 	6.523452e-01 	6.520825e-01 	6.492278e-01 	6.450248e-01 	6.263094e-01 	6.641214e-01 	6.018266e-01 	6.850225e-01 	6.221910e-01 	6.600331e-01 	6.807495e-01 	6.575132e-01 	6.875732e-01 	6.923174e-01 	6.817859e-01 	6.785715e-01 	6.708255e-01 	 
3.280792e-01 	6.524254e-01 	6.522100e-01 	6.491852e-01 	6.448864e-01 	6.508723e-01 	6.629164e-01 	6.022611e-01 	6.801564e-01 	6.001167e-01 	6.664979e-01 	6.757159e-01 	6.695372e-01 	6.863560e-01 	6.928213e-01 	6.810549e-01 	6.777564e-01 	6.699967e-01 	 
3.436432e-01 	6.525529e-01 	6.523245e-01 	6.491751e-01 	6.473265e-01 	6.636191e-01 	6.549906e-01 	6.135336e-01 	6.762975e-01 	5.865089e-01 	6.746504e-01 	6.741208e-01 	6.791534e-01 	6.823015e-01 	6.907243e-01 	6.804916e-01 	6.771373e-01 	6.701369e-01 	 
3.593750e-01 	6.526974e-01 	6.524152e-01 	6.492696e-01 	6.503550e-01 	6.614574e-01 	6.421047e-01 	6.238927e-01 	6.724458e-01 	5.922533e-01 	6.723133e-01 	6.745912e-01 	6.848906e-01 	6.810786e-01 	6.893207e-01 	6.805429e-01 	6.778056e-01 	6.715168e-01 	 
3.749237e-01 	6.528263e-01 	6.524404e-01 	6.495498e-01 	6.516742e-01 	6.525535e-01 	6.270111e-01 	6.342558e-01 	6.675587e-01 	6.099159e-01 	6.701413e-01 	6.740049e-01 	6.887475e-01 	6.825027e-01 	6.898403e-01 	6.811605e-01 	6.791654e-01 	6.735533e-01 	 
3.904877e-01 	6.529071e-01 	6.524831e-01 	6.500145e-01 	6.507524e-01 	6.428654e-01 	6.233892e-01 	6.391382e-01 	6.574060e-01 	6.292514e-01 	6.671536e-01 	6.722487e-01 	6.915656e-01 	6.804219e-01 	6.902010e-01 	6.822441e-01 	6.791857e-01 	6.750535e-01 	 
4.062195e-01 	6.529949e-01 	6.526430e-01 	6.505356e-01 	6.485156e-01 	6.383203e-01 	6.247168e-01 	6.393230e-01 	6.391280e-01 	6.428835e-01 	6.598958e-01 	6.651678e-01 	6.939566e-01 	6.745974e-01 	6.888801e-01 	6.824378e-01 	6.781701e-01 	6.751256e-01 	 
4.217682e-01 	6.531796e-01 	6.529192e-01 	6.509172e-01 	6.465468e-01 	6.443329e-01 	6.277130e-01 	6.353036e-01 	6.173173e-01 	6.524472e-01 	6.519744e-01 	6.479523e-01 	6.953368e-01 	6.704822e-01 	6.876299e-01 	6.795415e-01 	6.770901e-01 	6.741304e-01 	 
4.373322e-01 	6.534789e-01 	6.532063e-01 	6.510571e-01 	6.462542e-01 	6.566267e-01 	6.373038e-01 	6.275719e-01 	6.092970e-01 	6.594574e-01 	6.422006e-01 	6.299395e-01 	6.948534e-01 	6.701554e-01 	6.871840e-01 	6.755052e-01 	6.763342e-01 	6.732749e-01 	 
4.530487e-01 	6.538225e-01 	6.533989e-01 	6.510130e-01 	6.479961e-01 	6.656829e-01 	6.486559e-01 	6.155652e-01 	6.293151e-01 	6.676995e-01 	6.273817e-01 	6.262504e-01 	6.924739e-01 	6.720905e-01 	6.860031e-01 	6.744502e-01 	6.770761e-01 	6.727441e-01 	 
4.686127e-01 	6.541246e-01 	6.534563e-01 	6.509120e-01 	6.506079e-01 	6.658222e-01 	6.541905e-01 	6.148798e-01 	6.531149e-01 	6.766077e-01 	6.158956e-01 	6.474323e-01 	6.895398e-01 	6.762738e-01 	6.833218e-01 	6.772367e-01 	6.794857e-01 	6.718835e-01 	 
4.843445e-01 	6.543499e-01 	6.534111e-01 	6.509272e-01 	6.523116e-01 	6.583406e-01 	6.468475e-01 	6.244691e-01 	6.640479e-01 	6.826569e-01 	6.146939e-01 	6.734889e-01 	6.865692e-01 	6.762543e-01 	6.805515e-01 	6.815539e-01 	6.816062e-01 	6.706662e-01 	 
4.999084e-01 	6.544890e-01 	6.533641e-01 	6.510665e-01 	6.519616e-01 	6.476380e-01 	6.332644e-01 	6.259101e-01 	6.671199e-01 	6.847622e-01 	6.227379e-01 	6.862969e-01 	6.839784e-01 	6.741809e-01 	6.800293e-01 	6.846285e-01 	6.814550e-01 	6.698085e-01 	 
5.154724e-01 	6.545982e-01 	6.533548e-01 	6.512167e-01 	6.498626e-01 	6.378619e-01 	6.336427e-01 	6.202224e-01 	6.638243e-01 	6.794631e-01 	6.327722e-01 	6.912856e-01 	6.808180e-01 	6.753314e-01 	6.822467e-01 	6.857713e-01 	6.804006e-01 	6.693860e-01 	 
5.312042e-01 	6.547257e-01 	6.533668e-01 	6.512840e-01 	6.471961e-01 	6.339775e-01 	6.510849e-01 	6.117532e-01 	6.505485e-01 	6.630695e-01 	6.437050e-01 	6.913359e-01 	6.763134e-01 	6.819099e-01 	6.851996e-01 	6.858958e-01 	6.804599e-01 	6.692181e-01 	 
5.467682e-01 	6.548569e-01 	6.533961e-01 	6.512781e-01 	6.453983e-01 	6.389192e-01 	6.655517e-01 	6.106269e-01 	6.385909e-01 	6.429618e-01 	6.521716e-01 	6.893917e-01 	6.639742e-01 	6.848621e-01 	6.864329e-01 	6.854598e-01 	6.809690e-01 	6.693022e-01 	 
5.623474e-01 	6.549686e-01 	6.534736e-01 	6.512374e-01 	6.453445e-01 	6.502461e-01 	6.680957e-01 	6.216894e-01 	6.395012e-01 	6.296032e-01 	6.529884e-01 	6.862190e-01 	6.398956e-01 	6.842718e-01 	6.861682e-01 	6.841590e-01 	6.812165e-01 	6.695052e-01 	 
5.780792e-01 	6.550953e-01 	6.536134e-01 	6.512238e-01 	6.471244e-01 	6.619158e-01 	6.616754e-01 	6.340038e-01 	6.436964e-01 	6.288908e-01 	6.511385e-01 	6.808931e-01 	6.300225e-01 	6.848454e-01 	6.850549e-01 	6.824919e-01 	6.809091e-01 	6.698257e-01 	 
5.936584e-01 	6.552676e-01 	6.538152e-01 	6.513169e-01 	6.497903e-01 	6.677287e-01 	6.507354e-01 	6.412472e-01 	6.414531e-01 	6.422758e-01 	6.510304e-01 	6.759502e-01 	6.448171e-01 	6.870336e-01 	6.836342e-01 	6.817671e-01 	6.796320e-01 	6.702500e-01 	 
6.092224e-01 	6.554937e-01 	6.540823e-01 	6.515158e-01 	6.519853e-01 	6.650284e-01 	6.354184e-01 	6.468851e-01 	6.293672e-01 	6.621453e-01 	6.514567e-01 	6.727815e-01 	6.653565e-01 	6.893874e-01 	6.823846e-01 	6.826009e-01 	6.775308e-01 	6.707292e-01 	 
6.249695e-01 	6.557604e-01 	6.543883e-01 	6.517445e-01 	6.527115e-01 	6.556034e-01 	6.187028e-01 	6.513000e-01 	6.077352e-01 	6.758022e-01 	6.515183e-01 	6.705166e-01 	6.742244e-01 	6.913895e-01 	6.813930e-01 	6.820737e-01 	6.757758e-01 	6.712290e-01 	 
6.405487e-01 	6.560360e-01 	6.546942e-01 	6.519295e-01 	6.517910e-01 	6.444317e-01 	6.143243e-01 	6.551030e-01 	5.903488e-01 	6.818388e-01 	6.507705e-01 	6.700966e-01 	6.794884e-01 	6.926506e-01 	6.793020e-01 	6.798404e-01 	6.760328e-01 	6.716788e-01 	 
6.561279e-01 	6.563091e-01 	6.549898e-01 	6.520127e-01 	6.499121e-01 	6.357138e-01 	6.307402e-01 	6.590180e-01 	5.930757e-01 	6.846148e-01 	6.483104e-01 	6.707607e-01 	6.852245e-01 	6.917406e-01 	6.763391e-01 	6.795008e-01 	6.783684e-01 	6.720488e-01 	 
6.717072e-01 	6.565748e-01 	6.552373e-01 	6.520901e-01 	6.481189e-01 	6.326590e-01 	6.479325e-01 	6.588737e-01 	6.095772e-01 	6.851830e-01 	6.428367e-01 	6.702054e-01 	6.897832e-01 	6.905080e-01 	6.768408e-01 	6.817871e-01 	6.805180e-01 	6.722763e-01 	 
6.874542e-01 	6.568059e-01 	6.554961e-01 	6.522685e-01 	6.472349e-01 	6.361303e-01 	6.570342e-01 	6.524940e-01 	6.283188e-01 	6.833534e-01 	6.335084e-01 	6.689320e-01 	6.939909e-01 	6.860877e-01 	6.827441e-01 	6.846521e-01 	6.807777e-01 	6.721510e-01 	 
7.030334e-01 	6.570396e-01 	6.557994e-01 	6.524743e-01 	6.476588e-01 	6.438236e-01 	6.612092e-01 	6.383083e-01 	6.313631e-01 	6.797548e-01 	6.176543e-01 	6.677392e-01 	6.973819e-01 	6.741750e-01 	6.884727e-01 	6.860304e-01 	6.800281e-01 	6.718428e-01 	 
7.186127e-01 	6.573131e-01 	6.560968e-01 	6.525884e-01 	6.492966e-01 	6.521602e-01 	6.612151e-01 	6.173444e-01 	6.369348e-01 	6.726641e-01 	5.851438e-01 	6.669458e-01 	6.982202e-01 	6.620645e-01 	6.888213e-01 	6.856693e-01 	6.789704e-01 	6.715209e-01 	 
7.343597e-01 	6.575776e-01 	6.563550e-01 	6.525877e-01 	6.515628e-01 	6.581563e-01 	6.562900e-01 	6.096614e-01 	6.495000e-01 	6.562160e-01 	5.497467e-01 	6.668344e-01 	6.968364e-01 	6.568778e-01 	6.888107e-01 	6.849858e-01 	6.776972e-01 	6.708646e-01 	 
7.499390e-01 	6.577965e-01 	6.565905e-01 	6.524745e-01 	6.535609e-01 	6.601074e-01 	6.470363e-01 	6.176507e-01 	6.515023e-01 	6.299376e-01 	5.592005e-01 	6.677824e-01 	6.946085e-01 	6.619667e-01 	6.888353e-01 	6.844778e-01 	6.778178e-01 	6.695598e-01 	 
7.655029e-01 	6.580088e-01 	6.568004e-01 	6.523286e-01 	6.546865e-01 	6.579369e-01 	6.366097e-01 	6.292924e-01 	6.543031e-01 	6.008129e-01 	6.055527e-01 	6.706444e-01 	6.913827e-01 	6.705508e-01 	6.898459e-01 	6.837259e-01 	6.801670e-01 	6.677441e-01 	 
7.810822e-01 	6.582469e-01 	6.570050e-01 	6.523025e-01 	6.546753e-01 	6.527990e-01 	6.299210e-01 	6.422418e-01 	6.544724e-01 	6.022791e-01 	6.476030e-01 	6.729041e-01 	6.879246e-01 	6.707496e-01 	6.907907e-01 	6.825866e-01 	6.824293e-01 	6.657857e-01 	 
7.968292e-01 	6.585522e-01 	6.572197e-01 	6.525175e-01 	6.536548e-01 	6.470978e-01 	6.308315e-01 	6.554977e-01 	6.488858e-01 	6.301435e-01 	6.700248e-01 	6.731371e-01 	6.852560e-01 	6.662369e-01 	6.909980e-01 	6.819347e-01 	6.820757e-01 	6.639977e-01 	 
8.124084e-01 	6.589347e-01 	6.573958e-01 	6.529965e-01 	6.521597e-01 	6.435464e-01 	6.378537e-01 	6.582072e-01 	6.368406e-01 	6.459086e-01 	6.798012e-01 	6.723257e-01 	6.833086e-01 	6.642661e-01 	6.907613e-01 	6.823224e-01 	6.803524e-01 	6.626765e-01 	 
8.279877e-01 	6.593514e-01 	6.574976e-01 	6.536991e-01 	6.506314e-01 	6.434515e-01 	6.459549e-01 	6.533090e-01 	6.164817e-01 	6.510551e-01 	6.841891e-01 	6.706292e-01 	6.819635e-01 	6.655982e-01 	6.888872e-01 	6.838397e-01 	6.795043e-01 	6.619163e-01 	 
8.437347e-01 	6.597561e-01 	6.575514e-01 	6.543560e-01 	6.492589e-01 	6.467640e-01 	6.514294e-01 	6.447535e-01 	6.000637e-01 	6.590288e-01 	6.854754e-01 	6.681597e-01 	6.811327e-01 	6.712877e-01 	6.850718e-01 	6.856430e-01 	6.799889e-01 	6.615436e-01 	 
8.593140e-01 	6.601484e-01 	6.575339e-01 	6.545617e-01 	6.482514e-01 	6.521118e-01 	6.530975e-01 	6.320629e-01 	6.065994e-01 	6.657392e-01 	6.850309e-01 	6.643920e-01 	6.805790e-01 	6.797174e-01 	6.821928e-01 	6.869137e-01 	6.812165e-01 	6.613297e-01 	 
8.748932e-01 	6.605343e-01 	6.574343e-01 	6.540571e-01 	6.479324e-01 	6.577126e-01 	6.515034e-01 	6.214970e-01 	6.241761e-01 	6.695889e-01 	6.776434e-01 	6.608549e-01 	6.804415e-01 	6.865774e-01 	6.828616e-01 	6.873018e-01 	6.820932e-01 	6.611981e-01 	 
8.904724e-01 	6.609036e-01 	6.572512e-01 	6.529134e-01 	6.489452e-01 	6.615496e-01 	6.473507e-01 	6.217377e-01 	6.324067e-01 	6.707574e-01 	6.703886e-01 	6.567209e-01 	6.807417e-01 	6.904284e-01 	6.869294e-01 	6.864881e-01 	6.822133e-01 	6.612273e-01 	 
9.062195e-01 	6.612347e-01 	6.570046e-01 	6.517512e-01 	6.517653e-01 	6.613770e-01 	6.420615e-01 	6.290204e-01 	6.370450e-01 	6.689723e-01 	6.665463e-01 	6.531918e-01 	6.815096e-01 	6.918271e-01 	6.886264e-01 	6.855447e-01 	6.818379e-01 	6.617176e-01 	 
9.217834e-01 	6.615022e-01 	6.567971e-01 	6.515186e-01 	6.559148e-01 	6.561323e-01 	6.387900e-01 	6.358304e-01 	6.396509e-01 	6.634765e-01 	6.665110e-01 	6.515904e-01 	6.823521e-01 	6.916337e-01 	6.848117e-01 	6.848520e-01 	6.810735e-01 	6.628595e-01 	 
9.373627e-01 	6.617394e-01 	6.566839e-01 	6.528351e-01 	6.599603e-01 	6.475778e-01 	6.405602e-01 	6.406512e-01 	6.356514e-01 	6.449056e-01 	6.683610e-01 	6.476225e-01 	6.828178e-01 	6.912144e-01 	6.773108e-01 	6.842691e-01 	6.801952e-01 	6.643764e-01 	 
9.531097e-01 	6.619548e-01 	6.566780e-01 	6.554559e-01 	6.611906e-01 	6.391239e-01 	6.473456e-01 	6.432303e-01 	6.247130e-01 	6.111203e-01 	6.653371e-01 	6.388460e-01 	6.830546e-01 	6.904121e-01 	6.669619e-01 	6.837932e-01 	6.795322e-01 	6.654713e-01 	 
9.686890e-01 	6.620778e-01 	6.568357e-01 	6.579127e-01 	6.559629e-01 	6.351194e-01 	6.557379e-01 	6.440755e-01 	6.143970e-01 	5.959150e-01 	6.596941e-01 	6.335453e-01 	6.829285e-01 	6.898817e-01 	6.624277e-01 	6.827213e-01 	6.795862e-01 	6.654130e-01 	 
9.842682e-01 	6.620875e-01 	6.571633e-01 	6.582554e-01 	6.438217e-01 	6.389579e-01 	6.622607e-01 	6.439439e-01 	6.154335e-01 	6.144415e-01 	6.597414e-01 	6.379898e-01 	6.822792e-01 	6.902139e-01 	6.655694e-01 	6.818708e-01 	6.804243e-01 	6.641545e-01 	 
9.998474e-01 	6.620612e-01 	6.574331e-01 	6.550304e-01 	6.307476e-01 	6.496418e-01 	6.642125e-01 	6.425040e-01 	6.247356e-01 	6.453807e-01 	6.641825e-01 	6.509426e-01 	6.809672e-01 	6.905975e-01 	6.702804e-01 	6.823873e-01 	6.815369e-01 	6.623010e-01 	 
1.015594e+00 	6.620609e-01 	6.572839e-01 	6.486601e-01 	6.267474e-01 	6.618746e-01 	6.597079e-01 	6.402705e-01 	6.226164e-01 	6.629862e-01 	6.671925e-01 	6.662745e-01 	6.796912e-01 	6.906279e-01 	6.745061e-01 	6.834816e-01 	6.824827e-01 	6.611021e-01 	 
1.031174e+00 	6.620707e-01 	6.565455e-01 	6.429132e-01 	6.358560e-01 	6.718779e-01 	6.481972e-01 	6.395881e-01 	6.134255e-01 	6.635445e-01 	6.684411e-01 	6.771752e-01 	6.800826e-01 	6.904252e-01 	6.761108e-01 	6.834396e-01 	6.828868e-01 	6.618103e-01 	 
1.046753e+00 	6.620151e-01 	6.555602e-01 	6.432698e-01 	6.517846e-01 	6.754152e-01 	6.324161e-01 	6.411629e-01 	6.068496e-01 	6.536580e-01 	6.688465e-01 	6.824258e-01 	6.816378e-01 	6.900882e-01 	6.777668e-01 	6.828313e-01 	6.826410e-01 	6.643230e-01 	 
1.062332e+00 	6.618547e-01 	6.551331e-01 	6.509607e-01 	6.686064e-01 	6.659463e-01 	6.224284e-01 	6.449443e-01 	6.078383e-01 	6.378779e-01 	6.671294e-01 	6.841494e-01 	6.813059e-01 	6.894749e-01 	6.823941e-01 	6.826280e-01 	6.819018e-01 	6.671986e-01 	 
1.078079e+00 	6.616387e-01 	6.559771e-01 	6.597366e-01 	6.761306e-01 	6.445018e-01 	6.276373e-01 	6.542871e-01 	6.103193e-01 	6.308917e-01 	6.621491e-01 	6.843737e-01 	6.781583e-01 	6.884828e-01 	6.870654e-01 	6.823308e-01 	6.813446e-01 	6.692273e-01 	 
1.093658e+00 	6.614571e-01 	6.578287e-01 	6.646161e-01 	6.634772e-01 	6.192266e-01 	6.426248e-01 	6.648250e-01 	6.172716e-01 	6.375442e-01 	6.542735e-01 	6.847923e-01 	6.730898e-01 	6.872194e-01 	6.895092e-01 	6.807160e-01 	6.812292e-01 	6.694875e-01 	 
1.109253e+00 	6.613598e-01 	6.593181e-01 	6.624993e-01 	6.371467e-01 	6.109156e-01 	6.583359e-01 	6.654808e-01 	6.229373e-01 	6.469882e-01 	6.500977e-01 	6.877430e-01 	6.655014e-01 	6.858469e-01 	6.907563e-01 	6.775374e-01 	6.811657e-01 	6.681486e-01 	 
1.124832e+00 	6.613552e-01 	6.590372e-01 	6.507606e-01 	6.233683e-01 	6.307424e-01 	6.734057e-01 	6.568325e-01 	6.218509e-01 	6.496130e-01 	6.537026e-01 	6.935188e-01 	6.578062e-01 	6.845237e-01 	6.915512e-01 	6.773967e-01 	6.809297e-01 	6.669382e-01 	 
1.140594e+00 	6.614287e-01 	6.568406e-01 	6.348122e-01 	6.337105e-01 	6.517386e-01 	6.846357e-01 	6.451765e-01 	6.170120e-01 	6.448570e-01 	6.591102e-01 	6.998904e-01 	6.542301e-01 	6.838222e-01 	6.920105e-01 	6.843625e-01 	6.807820e-01 	6.666200e-01 	 
1.156189e+00 	6.615636e-01 	6.544364e-01 	6.320068e-01 	6.552263e-01 	6.620251e-01 	6.839055e-01 	6.381531e-01 	6.137165e-01 	6.399092e-01 	6.613204e-01 	7.043833e-01 	6.547211e-01 	6.843243e-01 	6.922907e-01 	6.920701e-01 	6.809595e-01 	6.675288e-01 	 
1.171768e+00 	6.617454e-01 	6.542153e-01 	6.470409e-01 	6.723161e-01 	6.590574e-01 	6.680515e-01 	6.379556e-01 	6.133080e-01 	6.395459e-01 	6.613582e-01 	7.059517e-01 	6.568598e-01 	6.856021e-01 	6.923968e-01 	6.942019e-01 	6.814337e-01 	6.690503e-01 	 
1.187363e+00 	6.619285e-01 	6.574125e-01 	6.618589e-01 	6.764843e-01 	6.441767e-01 	6.504292e-01 	6.412602e-01 	6.161885e-01 	6.462107e-01 	6.597055e-01 	7.047082e-01 	6.597093e-01 	6.864953e-01 	6.923193e-01 	6.931740e-01 	6.827274e-01 	6.706064e-01 	 
1.203125e+00 	6.620783e-01 	6.620558e-01 	6.715488e-01 	6.620539e-01 	6.277611e-01 	6.499699e-01 	6.478528e-01 	6.201439e-01 	6.572474e-01 	6.578360e-01 	7.012613e-01 	6.609027e-01 	6.865439e-01 	6.922086e-01 	6.923692e-01 	6.835661e-01 	6.722299e-01 	 
1.218704e+00 	6.621311e-01 	6.640579e-01 	6.707803e-01 	6.377162e-01 	6.333709e-01 	6.612161e-01 	6.584082e-01 	6.218343e-01 	6.624071e-01 	6.567652e-01 	6.968152e-01 	6.616104e-01 	6.865084e-01 	6.921362e-01 	6.919984e-01 	6.819089e-01 	6.734369e-01 	 
1.234283e+00 	6.620048e-01 	6.614920e-01 	6.538665e-01 	6.294785e-01 	6.477749e-01 	6.693543e-01 	6.696599e-01 	6.177607e-01 	6.567748e-01 	6.549261e-01 	6.926003e-01 	6.629564e-01 	6.862637e-01 	6.920134e-01 	6.916187e-01 	6.810853e-01 	6.735879e-01 	 
1.249863e+00 	6.616571e-01 	6.559470e-01 	6.300921e-01 	6.407705e-01 	6.616923e-01 	6.651185e-01 	6.755017e-01 	6.105291e-01 	6.455994e-01 	6.481988e-01 	6.894964e-01 	6.651868e-01 	6.837991e-01 	6.918580e-01 	6.912928e-01 	6.828534e-01 	6.736734e-01 	 
1.265610e+00 	6.611854e-01 	6.516880e-01 	6.285340e-01 	6.544468e-01 	6.699574e-01 	6.477941e-01 	6.780664e-01 	6.043217e-01 	6.375052e-01 	6.376399e-01 	6.872278e-01 	6.681184e-01 	6.772826e-01 	6.916627e-01 	6.910661e-01 	6.842769e-01 	6.735637e-01 	 
1.281189e+00 	6.607749e-01 	6.520317e-01 	6.458785e-01 	6.639787e-01 	6.664211e-01 	6.331001e-01 	6.779415e-01 	6.013530e-01 	6.361544e-01 	6.356803e-01 	6.856326e-01 	6.711142e-01 	6.667152e-01 	6.915302e-01 	6.909347e-01 	6.837910e-01 	6.722623e-01 	 
1.296768e+00 	6.604245e-01 	6.568477e-01 	6.604632e-01 	6.666564e-01 	6.521136e-01 	6.333888e-01 	6.756677e-01 	6.035888e-01 	6.359738e-01 	6.411477e-01 	6.847888e-01 	6.736577e-01 	6.595287e-01 	6.915711e-01 	6.909716e-01 	6.828756e-01 	6.708128e-01 	 
1.312332e+00 	6.600775e-01 	6.616631e-01 	6.699020e-01 	6.525648e-01 	6.443148e-01 	6.359229e-01 	6.751184e-01 	6.098366e-01 	6.325547e-01 	6.469610e-01 	6.844869e-01 	6.737882e-01 	6.611298e-01 	6.917682e-01 	6.911223e-01 	6.829713e-01 	6.684835e-01 	 
