"Result"	"Momentum:0"	"Momentum:1"	"Momentum:2"	"Density"	"StagnationEnergy"	"Pressure"	"vtkValidPointMask"	"arc_length"	"Points:0"	"Points:1"	"Points:2"
nan	nan	nan	nan	nan	nan	nan	0	0.00000e+00	-4.00000e-01	0.00000e+00	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.00000e-03	-4.00000e-01	1.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	2.00000e-03	-4.00000e-01	2.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	3.00000e-03	-4.00000e-01	3.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	4.00000e-03	-4.00000e-01	4.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	5.00000e-03	-4.00000e-01	5.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	6.00000e-03	-4.00000e-01	6.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	7.00000e-03	-4.00000e-01	7.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	8.00000e-03	-4.00000e-01	8.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	9.00000e-03	-4.00000e-01	9.00000e-03	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.00000e-02	-4.00000e-01	1.00000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.10000e-02	-4.00000e-01	1.10000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.20000e-02	-4.00000e-01	1.20000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.30000e-02	-4.00000e-01	1.30000e-02	-8.25000e-02
nan	nan	nan	nan	nan	nan	nan	0	1.40000e-02	-4.00000e-01	1.40000e-02	-8.25000e-02
