   n        time         Clv         Cdv
      62    67.75030  -0.0003764   0.0060044
      63    67.87520  -0.0003694   0.0059646
      64    68.00020  -0.0003775   0.0059818
      65    68.12520  -0.0003847   0.0060195
      66    68.25020  -0.0003926   0.0060400
      67    68.37530  -0.0003948   0.0060356
      68    68.50030  -0.0004008   0.0060189
      69    68.62520  -0.0003991   0.0059897
      70    68.75030  -0.0003819   0.0059520
      71    68.87520  -0.0003865   0.0059551
      72    69.00020  -0.0004002   0.0059915
      73    69.12520  -0.0004105   0.0060229
      74    69.25030  -0.0004044   0.0060206
      75    69.37520  -0.0003983   0.0059922
      76    69.50030  -0.0003973   0.0059812
      77    69.62510  -0.0004050   0.0060190
      78    69.75020  -0.0004199   0.0060555
      79    69.87530  -0.0004248   0.0060463
      80    70.00020  -0.0004184   0.0060416
      81    70.12530  -0.0004110   0.0060325
      82    70.25030  -0.0004071   0.0060072
      83    70.37530  -0.0004195   0.0060298
      84    70.50030  -0.0004129   0.0059990
      85    70.62520  -0.0004097   0.0060162
      86    70.75020  -0.0003962   0.0059957
      87    70.87530  -0.0003883   0.0059922
      88    71.00020  -0.0003630   0.0059513
      89    71.12520  -0.0003567   0.0059114
      90    71.25020  -0.0003652   0.0059138
      91    71.37530  -0.0003594   0.0058990
      92    71.50020  -0.0003552   0.0058763
      93    71.62520  -0.0003447   0.0058757
      94    71.75020  -0.0003427   0.0058889
      95    71.87520  -0.0003585   0.0059426
      96    72.00020  -0.0003479   0.0059418
      97    72.12520  -0.0003397   0.0059484
      98    72.25030  -0.0003336   0.0059389
      99    72.37520  -0.0003273   0.0059090
     100    72.50020  -0.0003336   0.0059367
     101    72.62510  -0.0003292   0.0059037
     102    72.75020  -0.0003196   0.0058753
     103    72.87510  -0.0002965   0.0058348
     104    73.00020  -0.0002844   0.0058583
     105    73.12510  -0.0002720   0.0058543
     106    73.25020  -0.0002618   0.0057998
     107    73.37510  -0.0002573   0.0057870
     108    73.50030  -0.0002596   0.0057960
     109    73.62520  -0.0002489   0.0057843
     110    73.75020  -0.0002456   0.0057808
     111    73.87530  -0.0002377   0.0057450
     112    74.00020  -0.0002374   0.0057091
     113    74.12510  -0.0002464   0.0057049
     114    74.25030  -0.0002570   0.0057566
     115    74.37530  -0.0002549   0.0057843
     116    74.50030  -0.0002650   0.0058519
     117    74.62520  -0.0002591   0.0058345
     118    74.75030  -0.0002624   0.0058207
     119    74.87520  -0.0002782   0.0058359
     120    75.00030  -0.0002875   0.0058174
     121    75.12510  -0.0002814   0.0057975
     122    75.25020  -0.0002770   0.0058121
     123    75.37510  -0.0002740   0.0058245
     124    75.50030  -0.0002701   0.0058166
     125    75.62520  -0.0002692   0.0057962
     126    75.75020  -0.0002696   0.0057904
     127    75.87530  -0.0002656   0.0057948
     128    76.00010  -0.0002505   0.0058003
     129    76.12520  -0.0002583   0.0058359
     130    76.25020  -0.0002738   0.0058416
     131    76.37520  -0.0002813   0.0058577
     132    76.50020  -0.0002870   0.0058592
     133    76.62510  -0.0002888   0.0058363
     134    76.75030  -0.0002979   0.0058291
     135    76.87530  -0.0002999   0.0058126
     136    77.00010  -0.0002977   0.0058059
     137    77.12520  -0.0003139   0.0058698
     138    77.25020  -0.0003161   0.0058962
     139    77.37520  -0.0003029   0.0058833
     140    77.50010  -0.0003151   0.0059002
     141    77.62510  -0.0003328   0.0059455
     142    77.75010  -0.0003503   0.0059787
     143    77.87520  -0.0003656   0.0060115
     144    78.00010  -0.0003607   0.0060133
     145    78.12520  -0.0003707   0.0060174
     146    78.25020  -0.0003795   0.0060330
     147    78.37520  -0.0003821   0.0060285
     148    78.50030  -0.0003653   0.0059798
     149    78.62520  -0.0003603   0.0059543
     150    78.75020  -0.0003783   0.0059970
     151    78.87530  -0.0003684   0.0059940
     152    79.00020  -0.0003808   0.0060101
     153    79.12520  -0.0003860   0.0060185
     154    79.25020  -0.0003907   0.0060434
     155    79.37520  -0.0003905   0.0060520
     156    79.50010  -0.0003912   0.0060395
     157    79.62530  -0.0003749   0.0059844
     158    79.75020  -0.0003721   0.0059830
     159    79.87520  -0.0003751   0.0059950
     160    80.00020  -0.0003785   0.0060303
     161    80.12530  -0.0003589   0.0060021
     162    80.25030  -0.0003523   0.0059708
     163    80.37520  -0.0003573   0.0059626
     164    80.50020  -0.0003547   0.0059357
     165    80.62520  -0.0003636   0.0059366
     166    80.75010  -0.0003734   0.0059948
     167    80.87530  -0.0003875   0.0060412
     168    81.00020  -0.0003926   0.0060319
     169    81.12530  -0.0004083   0.0060634
     170    81.25030  -0.0004244   0.0060725
     171    81.37530  -0.0004319   0.0060854
     172    81.50020  -0.0004250   0.0061005
     173    81.62520  -0.0004280   0.0061154
     174    81.75020  -0.0004362   0.0061474
     175    81.87520  -0.0004337   0.0061400
     176    82.00010  -0.0004433   0.0061681
     177    82.12530  -0.0004456   0.0061435
     178    82.25030  -0.0004563   0.0061733
     179    82.37530  -0.0004439   0.0061550
     180    82.50020  -0.0004426   0.0061405
     181    82.62530  -0.0004421   0.0061188
     182    82.75020  -0.0004447   0.0061415
     183    82.87520  -0.0004264   0.0060955
     184    83.00020  -0.0004223   0.0060991
     185    83.12520  -0.0004353   0.0061318
     186    83.25030  -0.0004434   0.0061471
     187    83.37510  -0.0004368   0.0061211
     188    83.50020  -0.0004287   0.0060762
     189    83.62530  -0.0004228   0.0060657
     190    83.75020  -0.0004238   0.0060513
     191    83.87530  -0.0004215   0.0060630
     192    84.00010  -0.0004171   0.0060465
     193    84.12520  -0.0004113   0.0060565
     194    84.25020  -0.0004142   0.0060794
     195    84.37520  -0.0004087   0.0060680
     196    84.50030  -0.0004099   0.0060778
     197    84.62520  -0.0004222   0.0060992
     198    84.75020  -0.0004235   0.0060722
     199    84.87520  -0.0004226   0.0060714
     200    85.00030  -0.0004194   0.0060918
     201    85.12530  -0.0003990   0.0060385
     202    85.25010  -0.0003934   0.0060124
     203    85.37520  -0.0003918   0.0060015
     204    85.50020  -0.0004016   0.0060161
     205    85.62520  -0.0003968   0.0060043
     206    85.75010  -0.0003912   0.0059574
     207    85.87520  -0.0003895   0.0059444
     208    86.00030  -0.0003677   0.0059271
     209    86.12520  -0.0003614   0.0059275
     210    86.25010  -0.0003629   0.0059412
     211    86.37530  -0.0003726   0.0059580
     212    86.50020  -0.0003748   0.0059405
     213    86.62530  -0.0003720   0.0059485
     214    86.75020  -0.0003787   0.0059598
     215    86.87520  -0.0003982   0.0060157
     216    87.00020  -0.0003978   0.0059931
     217    87.12530  -0.0004064   0.0059642
     218    87.25030  -0.0004169   0.0059629
     219    87.37520  -0.0004219   0.0059812
     220    87.50020  -0.0004185   0.0059959
     221    87.62530  -0.0004092   0.0059811
     222    87.75020  -0.0004156   0.0060053
     223    87.87520  -0.0004142   0.0060127
     224    88.00030  -0.0004061   0.0060004
     225    88.12520  -0.0004033   0.0059930
     226    88.25020  -0.0003968   0.0059797
     227    88.37510  -0.0003819   0.0059760
     228    88.50020  -0.0003743   0.0059886
     229    88.62520  -0.0003783   0.0060245
     230    88.75030  -0.0003930   0.0060707
     231    88.87530  -0.0004011   0.0061149
     232    89.00010  -0.0004019   0.0061442
     233    89.12520  -0.0004105   0.0061470
     234    89.25030  -0.0004128   0.0061665
     235    89.37520  -0.0004139   0.0061541
     236    89.50030  -0.0004186   0.0061586
     237    89.62520  -0.0004147   0.0061697
     238    89.75020  -0.0004009   0.0061424
     239    89.87530  -0.0004170   0.0062091
     240    90.00020  -0.0004209   0.0062162
     241    90.12530  -0.0004290   0.0062432
     242    90.25020  -0.0004353   0.0062363
     243    90.37530  -0.0004416   0.0062381
     244    90.50030  -0.0004558   0.0062947
     245    90.62520  -0.0004667   0.0063183
     246    90.75030  -0.0004680   0.0063199
     247    90.87520  -0.0004744   0.0063244
     248    91.00020  -0.0004800   0.0063199
     249    91.12520  -0.0004743   0.0062834
     250    91.25020  -0.0004630   0.0062482
     251    91.37530  -0.0004572   0.0062253
     252    91.50010  -0.0004461   0.0061838
     253    91.62530  -0.0004429   0.0061907
     254    91.75020  -0.0004269   0.0061274
     255    91.87520  -0.0004199   0.0060912
     256    92.00020  -0.0004166   0.0061150
     257    92.12520  -0.0004200   0.0061389
     258    92.25020  -0.0004138   0.0061309
     259    92.37520  -0.0003958   0.0060901
     260    92.50020  -0.0003854   0.0060451
     261    92.62520  -0.0003683   0.0060366
     262    92.75020  -0.0003647   0.0060686
     263    92.87520  -0.0003673   0.0060483
     264    93.00020  -0.0003526   0.0060253
     265    93.12530  -0.0003395   0.0060013
     266    93.25010  -0.0003266   0.0059687
     267    93.37510  -0.0003348   0.0060096
     268    93.50030  -0.0003389   0.0060320
     269    93.62530  -0.0003337   0.0060201
     270    93.75020  -0.0003232   0.0059858
     271    93.87520  -0.0003234   0.0060193
     272    94.00020  -0.0003295   0.0060302
     273    94.12530  -0.0003287   0.0060130
     274    94.25020  -0.0003144   0.0060064
     275    94.37520  -0.0003115   0.0060093
     276    94.50030  -0.0003024   0.0059891
     277    94.62530  -0.0003046   0.0059734
     278    94.75020  -0.0002889   0.0059889
     279    94.87530  -0.0002797   0.0059548
     280    95.00030  -0.0002746   0.0059117
     281    95.12510  -0.0002765   0.0059107
     282    95.25010  -0.0002733   0.0058979
     283    95.37510  -0.0002624   0.0058580
     284    95.50020  -0.0002463   0.0058235
     285    95.62520  -0.0002259   0.0057716
     286    95.75020  -0.0002253   0.0058048
     287    95.87530  -0.0002385   0.0058470
     288    96.00020  -0.0002404   0.0058653
     289    96.12530  -0.0002370   0.0058716
     290    96.25030  -0.0002371   0.0058694
     291    96.37530  -0.0002349   0.0058650
     292    96.50030  -0.0002434   0.0059200
     293    96.62510  -0.0002438   0.0059116
     294    96.75020  -0.0002382   0.0058902
     295    96.87530  -0.0002395   0.0059080
     296    97.00030  -0.0002393   0.0058869
     297    97.12510  -0.0002343   0.0058360
     298    97.25010  -0.0002343   0.0058531
     299    97.37520  -0.0002249   0.0058707
     300    97.50030  -0.0002132   0.0058332
     301    97.62530  -0.0002030   0.0057621
     302    97.75020  -0.0002054   0.0057483
     303    97.87520  -0.0002177   0.0057877
     304    98.00030  -0.0002235   0.0058321
     305    98.12520  -0.0002235   0.0058547
     306    98.25030  -0.0002333   0.0058269
     307    98.37530  -0.0002304   0.0057475
     308    98.50020  -0.0002239   0.0057219
     309    98.62520  -0.0002347   0.0057664
     310    98.75020  -0.0002473   0.0057807
     311    98.87520  -0.0002573   0.0058047
     312    99.00020  -0.0002617   0.0058062
     313    99.12520  -0.0002664   0.0057962
     314    99.25020  -0.0002636   0.0057801
     315    99.37520  -0.0002580   0.0057621
     316    99.50010  -0.0002729   0.0058499
     317    99.62520  -0.0002768   0.0058412
     318    99.75020  -0.0002728   0.0058189
     319    99.87530  -0.0002599   0.0057522
     320   100.00030  -0.0002638   0.0057448
     321   100.12520  -0.0002561   0.0057106
     322   100.25020  -0.0002719   0.0057801
     323   100.37510  -0.0002869   0.0058336
     324   100.50020  -0.0002931   0.0058395
     325   100.62520  -0.0002978   0.0058603
     326   100.75030  -0.0002909   0.0058568
     327   100.87530  -0.0002777   0.0058189
     328   101.00030  -0.0002619   0.0057778
     329   101.12520  -0.0002452   0.0057529
     330   101.25030  -0.0002371   0.0057437
     331   101.37520  -0.0002374   0.0057572
     332   101.50030  -0.0002540   0.0058247
     333   101.62520  -0.0002797   0.0058685
     334   101.75020  -0.0002891   0.0058644
     335   101.87520  -0.0002838   0.0058430
     336   102.00020  -0.0002781   0.0058678
     337   102.12520  -0.0002767   0.0058499
     338   102.25030  -0.0002838   0.0058842
     339   102.37520  -0.0003022   0.0059168
     340   102.50030  -0.0003107   0.0059425
     341   102.62520  -0.0003106   0.0059553
     342   102.75020  -0.0003217   0.0059972
     343   102.87510  -0.0003301   0.0060050
     344   103.00030  -0.0003401   0.0059889
     345   103.12520  -0.0003408   0.0060047
     346   103.25020  -0.0003464   0.0060262
     347   103.37510  -0.0003404   0.0060194
     348   103.50020  -0.0003442   0.0059979
     349   103.62520  -0.0003536   0.0059985
     350   103.75020  -0.0003754   0.0060212
     351   103.87510  -0.0003786   0.0060382
     352   104.00030  -0.0003789   0.0060300
     353   104.12520  -0.0004073   0.0060613
     354   104.25030  -0.0004175   0.0060964
     355   104.37510  -0.0004266   0.0061328
     356   104.50020  -0.0004258   0.0061571
     357   104.62530  -0.0004238   0.0061274
     358   104.75020  -0.0004261   0.0061194
     359   104.87530  -0.0004333   0.0061390
     360   105.00020  -0.0004301   0.0061305
     361   105.12520  -0.0004374   0.0061416
     362   105.25020  -0.0004482   0.0061833
     363   105.37520  -0.0004554   0.0062139
     364   105.50030  -0.0004520   0.0061861
     365   105.62520  -0.0004540   0.0061348
     366   105.75020  -0.0004609   0.0061471
     367   105.87520  -0.0004713   0.0061980
     368   106.00030  -0.0004841   0.0062199
     369   106.12520  -0.0004834   0.0061700
     370   106.25020  -0.0004861   0.0061691
     371   106.37520  -0.0004872   0.0061837
     372   106.50020  -0.0004871   0.0062006
     373   106.62520  -0.0004883   0.0062026
     374   106.75030  -0.0004809   0.0061789
     375   106.87520  -0.0004810   0.0061585
     376   107.00030  -0.0004805   0.0061209
     377   107.12530  -0.0004816   0.0061416
     378   107.25030  -0.0004862   0.0061858
     379   107.37510  -0.0004933   0.0061755
     380   107.50020  -0.0004889   0.0061692
     381   107.62510  -0.0004789   0.0061705
     382   107.75020  -0.0004743   0.0061722
     383   107.87520  -0.0004694   0.0061891
     384   108.00030  -0.0004672   0.0062094
     385   108.12520  -0.0004710   0.0062200
     386   108.25020  -0.0004721   0.0062083
     387   108.37520  -0.0004690   0.0061812
     388   108.50030  -0.0004700   0.0061988
     389   108.62520  -0.0004628   0.0061722
     390   108.75020  -0.0004580   0.0061746
     391   108.87530  -0.0004702   0.0061801
     392   109.00010  -0.0004752   0.0062134
     393   109.12520  -0.0004836   0.0062533
     394   109.25020  -0.0004833   0.0062558
     395   109.37520  -0.0004873   0.0062664
     396   109.50010  -0.0004917   0.0062797
     397   109.62520  -0.0004953   0.0062838
     398   109.75030  -0.0004872   0.0062301
     399   109.87510  -0.0004837   0.0062016
     400   110.00020  -0.0004807   0.0061979
     401   110.12520  -0.0004913   0.0062439
     402   110.25030  -0.0004988   0.0062541
     403   110.37520  -0.0005090   0.0062710
     404   110.50010  -0.0005043   0.0062604
     405   110.62520  -0.0004882   0.0062110
     406   110.75020  -0.0004956   0.0062353
     407   110.87520  -0.0005045   0.0062497
     408   111.00020  -0.0005070   0.0062464
     409   111.12520  -0.0005043   0.0062202
     410   111.25020  -0.0004915   0.0061651
     411   111.37520  -0.0004919   0.0061637
     412   111.50020  -0.0004869   0.0061978
     413   111.62520  -0.0004721   0.0061939
     414   111.75030  -0.0004792   0.0061894
     415   111.87520  -0.0004866   0.0061895
     416   112.00020  -0.0004899   0.0061910
     417   112.12530  -0.0004799   0.0061663
     418   112.25010  -0.0004855   0.0061537
     419   112.37520  -0.0004842   0.0061480
     420   112.50020  -0.0004894   0.0061555
     421   112.62510  -0.0004947   0.0061673
     422   112.75020  -0.0004924   0.0061644
     423   112.87510  -0.0005056   0.0061804
     424   113.00020  -0.0004932   0.0061817
     425   113.12530  -0.0004954   0.0061689
     426   113.25020  -0.0004927   0.0061670
     427   113.37520  -0.0005063   0.0062049
     428   113.50020  -0.0005064   0.0062406
     429   113.62520  -0.0005061   0.0062129
     430   113.75030  -0.0005009   0.0061895
     431   113.87520  -0.0004978   0.0062112
     432   114.00020  -0.0005034   0.0062397
     433   114.12530  -0.0005004   0.0062251
     434   114.25020  -0.0004870   0.0061676
     435   114.37530  -0.0004894   0.0061746
     436   114.50030  -0.0004980   0.0061858
     437   114.62530  -0.0004889   0.0061842
     438   114.75020  -0.0004678   0.0061434
     439   114.87520  -0.0004706   0.0061417
     440   115.00020  -0.0004630   0.0061312
     441   115.12530  -0.0004571   0.0061236
     442   115.25020  -0.0004470   0.0061369
     443   115.37520  -0.0004523   0.0061654
     444   115.50020  -0.0004619   0.0061630
     445   115.62530  -0.0004649   0.0061261
     446   115.75020  -0.0004743   0.0061467
     447   115.87520  -0.0004770   0.0061686
     448   116.00020  -0.0004684   0.0061378
     449   116.12530  -0.0004500   0.0061063
     450   116.25020  -0.0004448   0.0060840
     451   116.37520  -0.0004627   0.0061324
     452   116.50010  -0.0004847   0.0061907
     453   116.62520  -0.0004795   0.0061913
     454   116.75030  -0.0004749   0.0061630
     455   116.87530  -0.0004718   0.0061266
     456   117.00030  -0.0004799   0.0061408
     457   117.12510  -0.0004749   0.0061415
     458   117.25030  -0.0004867   0.0061716
     459   117.37520  -0.0004868   0.0061851
     460   117.50020  -0.0004950   0.0062095
     461   117.62530  -0.0005130   0.0062395
     462   117.75020  -0.0005287   0.0062434
     463   117.87510  -0.0005267   0.0061894
     464   118.00020  -0.0005239   0.0061621
     465   118.12530  -0.0005259   0.0061925
     466   118.25020  -0.0005237   0.0062159
     467   118.37530  -0.0005249   0.0062167
     468   118.50020  -0.0005211   0.0061786
     469   118.62520  -0.0005118   0.0061749
     470   118.75020  -0.0005058   0.0061863
     471   118.87520  -0.0005095   0.0061994
     472   119.00020  -0.0005146   0.0061845
     473   119.12520  -0.0004964   0.0061741
     474   119.25030  -0.0004843   0.0061709
     475   119.37520  -0.0004874   0.0062141
     476   119.50020  -0.0004931   0.0062078
     477   119.62530  -0.0004970   0.0062070
     478   119.75020  -0.0004982   0.0062204
     479   119.87530  -0.0004972   0.0062078
